date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:08:17	57544/57544	U--MC-	200	updated ('OK')	application/json	date:Wed,%2002%20May%202018%2016:08:12%20GMT	http://localhost/wp-json/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/index.html	(from http://localhost/)
18:08:18	19291/19291	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:13%20GMT	http://localhost/plastik/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/plastik/index.html	(from http://localhost/)
18:08:18	18253/18253	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:14%20GMT	http://localhost/weiteres/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/weiteres/index.html	(from http://localhost/)
18:08:19	20533/20533	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:16%20GMT	http://localhost/sammelaktion/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/sammelaktion/index.html	(from http://localhost/)
18:08:21	32711/32711	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:17%20GMT	http://localhost/ergebnisse-2/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/ergebnisse-2/index.html	(from http://localhost/)
18:08:23	27134/27134	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:18%20GMT	http://localhost/ergebnisse/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/ergebnisse/index.html	(from http://localhost/)
18:08:23	21755/21755	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:19%20GMT	http://localhost/politik/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/politik/index.html	(from http://localhost/)
18:08:23	1212289/1212289	U-----	200	untouched ('')	image/jpeg	etag:%22127f81-568c73de5b53d%22	http://localhost/wp-content/uploads/2018/04/platz_2_-bredemeier_sabina_0.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/platz_2_-bredemeier_sabina_0.jpg	(from http://localhost/)
18:08:23	21715/21715	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:20%20GMT	http://localhost/interview/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/interview/index.html	(from http://localhost/)
18:08:24	8272/8272	U-----	200	untouched ('')	application/javascript	etag:%222050-568b75f253bdb%22	http://localhost/wp-content/themes/responsive/core/js/responsive-scripts.min.js?ver=1.2.6	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/js/responsive-scripts.min578f.js	(from http://localhost/)
18:08:24	390151/390151	U-----	200	untouched ('')	image/jpeg	etag:%2226829f7-5f407-55e6b4518f994%22	http://healthyseas.org/assets/uploads/2014/01/HealthySeas_socks_new4_website-1160x983.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/healthyseas.org/assets/uploads/2014/01/HealthySeas_socks_new4_website-1160x983.jpg	(from http://localhost/)
18:08:24	3304/3304	U-----	200	untouched ('')	application/javascript	etag:%22ce8-568b75f240325%22	http://localhost/wp-content/themes/responsive/core/js/jquery.placeholder.min.js?ver=2.0.7	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/js/jquery.placeholder.min5d0a.js	(from http://localhost/)
18:08:24	1398/1398	U-----	200	untouched ('')	application/javascript	etag:%22576-5657ec986e853%22	http://localhost/wp-includes/js/wp-embed.min.js?ver=4.9.5	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-includes/js/wp-embed.min55fe.js	(from http://localhost/)
18:08:24	60/60	U-----	200	untouched ('')	image/gif	etag:%223c-568b75f0c3d12%22	http://localhost/wp-content/themes/responsive/core/images/ie7-fix.gif	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/images/ie7-fix.gif	(from http://localhost/wp-content/themes/responsive/core/css/style.css?ver=3.11)
18:08:25	1632/1632	U-----	200	untouched ('')	image/png	etag:%22660-568b75f29361e%22	http://localhost/wp-content/themes/responsive/images/testimonial_icon.png	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/images/testimonial_icon.png	(from http://localhost/wp-content/themes/responsive/core/css/style.css?ver=3.11)
18:08:25	1484/1484	U-----	200	untouched ('')	image/png	etag:%225cc-568b75f292485%22	http://localhost/wp-content/themes/responsive/images/testimonial_icon-other.png	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/images/testimonial_icon-other.png	(from http://localhost/wp-content/themes/responsive/core/css/style.css?ver=3.11)
18:08:26	85311/85311	U-----	200	untouched ('')	image/jpeg	etag:%2214d3f-568b75f0c0c37%22	http://localhost/wp-content/themes/responsive/core/images/default-contact.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/images/default-contact.jpg	(from http://localhost/wp-content/themes/responsive/core/css/style.css?ver=3.11)
18:08:26	47651/47651	U-----	200	untouched ('')	image/jpeg	etag:%22558d213-ba23-5609c781d044c%22	https://refill-deutschland.de/wp-content/uploads/sites/2/2017/12/app-refill-station.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/refill-deutschland.de/wp-content/uploads/sites/2/2017/12/app-refill-station.jpg	(from http://localhost/)
18:08:26	277/277	U-----	200	untouched ('')	image/png	etag:%22115-568b75f0ce333%22	http://localhost/wp-content/themes/responsive/core/images/select-icons.png	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/images/select-icons.png	(from http://localhost/wp-content/themes/responsive/core/css/responsive.css?ver=3.11)
18:08:26	22396/22396	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:21%20GMT	http://localhost/ueber-uns/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/ueber-uns/index.html	(from http://localhost/)
18:08:26	165742/165742	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%222876e-568b75f0767ec%22	http://localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont3e6e.eot	(from http://localhost/wp-content/themes/responsive/core/css/font-awesome.min.css?ver=4.7.0)
18:08:26	165742/165742	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%222876e-568b75f0767ec%22	http://localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont.eot?	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfontd41d.eot	(from http://localhost/wp-content/themes/responsive/core/css/font-awesome.min.css?ver=4.7.0)
18:08:27	77160/77160	U-----	200	untouched ('OK')	text/html	etag:%2212d68-568b75f08e50b%22	http://localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont3e6e.html	(from http://localhost/wp-content/themes/responsive/core/css/font-awesome.min.css?ver=4.7.0)
18:08:27	98024/98024	U-----	200	untouched ('')	application/font-woff	etag:%2217ee8-568b75f08a0a2%22	http://localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont3e6e.woff	(from http://localhost/wp-content/themes/responsive/core/css/font-awesome.min.css?ver=4.7.0)
18:08:27	165548/165548	U-----	200	untouched ('')	application/x-font-ttf	etag:%22286ac-568b75f085a46%22	http://localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont3e6e.ttf	(from http://localhost/wp-content/themes/responsive/core/css/font-awesome.min.css?ver=4.7.0)
18:08:27	32709/32709	---M--	200	added ('OK')	image/png	etag:%227fc5-56b28729f075e%22	http://localhost/wp-content/uploads/2018/05/quadrate-2-300x74.png	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/05/quadrate-2-300x74.png	(from http://localhost/sammelaktion/)
18:08:27	444379/444379	U-----	200	untouched ('OK')	image/svg+xml	etag:%226c7db-568b75f080c18%22	http://localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/themes/responsive/core/css/fonts/fontawesome-webfont3e6e.svg	(from http://localhost/wp-content/themes/responsive/core/css/font-awesome.min.css?ver=4.7.0)
18:08:31	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:28%20GMT	http://localhost/?p=121	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/indexe856.html	(from http://localhost/plastik/)
18:08:31	24420/24420	U-----	200	untouched ('')	image/png	etag:%225f64-56a841a874919%22	http://localhost/wp-content/uploads/2018/04/kunststoffe-plaste-02-300x57.png	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/kunststoffe-plaste-02-300x57.png	(from http://localhost/plastik/)
18:08:31	2177/2177	---M--	200	added ('OK')	application/json	date:Wed,%2002%20May%202018%2016:08:26%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fergebnisse-2%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embedc46a	(from http://localhost/ergebnisse-2/)
18:08:31	2158/2158	U-----	200	untouched ('')	application/json	date:Sat,%2028%20Apr%202018%2020:47:06%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fplastik%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed8efd.json	(from http://localhost/plastik/)
18:08:31	2255/2255	U-----	200	untouched ('')	text/xml	date:Sat,%2028%20Apr%202018%2020:47:10%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fplastik%2F&format=xml	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed989f	(from http://localhost/plastik/)
18:08:33	13012/13012	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:31%20GMT	http://localhost/2018/03/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/2018/03/index.html	(from http://localhost/plastik/)
18:08:33	2274/2274	---M--	200	added ('OK')	text/xml	date:Wed,%2002%20May%202018%2016:08:31%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fergebnisse-2%2F&format=xml	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embedde44	(from http://localhost/ergebnisse-2/)
18:08:33	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:31%20GMT	http://localhost/?p=310	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/index90b2.html	(from http://localhost/weiteres/)
18:08:34	2163/2163	U-----	200	untouched ('')	application/json	date:Sat,%2028%20Apr%202018%2020:47:13%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fweiteres%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed92a9.json	(from http://localhost/weiteres/)
18:08:34	8152/8152	U-----	200	untouched ('')	image/jpeg	etag:%221fd8-56ae7eb94094a%22	http://localhost/wp-content/uploads/2018/04/Polyadditiondoc-300x212.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/Polyadditiondoc-300x212.jpg	(from http://localhost/weiteres/)
18:08:34	8724/8724	---M--	200	added ('OK')	image/jpeg	etag:%222214-56b39b709e972%22	http://localhost/wp-content/uploads/2018/05/Graph-gesamt-300x211.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/05/Graph-gesamt-300x211.jpg	(from http://localhost/ergebnisse-2/)
18:08:34	11835/11835	U-----	200	untouched ('')	image/jpeg	etag:%222e3b-56aee013231b4%22	http://localhost/wp-content/uploads/2018/04/Polymerisationdoc-1-300x286.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/Polymerisationdoc-1-300x286.jpg	(from http://localhost/weiteres/)
18:08:34	11550/11550	U-----	200	untouched ('')	image/jpeg	etag:%222d1e-56ae7c720a3d9%22	http://localhost/wp-content/uploads/2018/04/Polykondensationdoc-300x212.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/Polykondensationdoc-300x212.jpg	(from http://localhost/weiteres/)
18:08:36	7414/7414	---M--	200	added ('OK')	image/jpeg	etag:%221cf6-56b3af24c2207%22	http://localhost/wp-content/uploads/2018/05/graph_fischernetzteile-300x172.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/05/graph_fischernetzteile-300x172.jpg	(from http://localhost/ergebnisse-2/)
18:08:36	34318/34318	---M--	200	added ('OK')	image/png	etag:%22860e-56b3ac64d0b51%22	http://localhost/wp-content/uploads/2018/05/stueckzahl-300x175.png	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/05/stueckzahl-300x175.png	(from http://localhost/ergebnisse-2/)
18:08:36	2260/2260	U-----	200	untouched ('')	text/xml	date:Sat,%2028%20Apr%202018%2020:47:17%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fweiteres%2F&format=xml	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed9087	(from http://localhost/weiteres/)
18:08:36	7004/7004	---M--	200	added ('OK')	image/jpeg	etag:%221b5c-56b3b044cc968%22	http://localhost/wp-content/uploads/2018/05/graph_feuerwerkskappen-300x173.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/05/graph_feuerwerkskappen-300x173.jpg	(from http://localhost/ergebnisse-2/)
18:08:39	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:35%20GMT	http://localhost/?p=123	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/indexb8c4.html	(from http://localhost/sammelaktion/)
18:08:39	49554/49554	U-----	200	untouched ('')	image/png	etag:%22c192-56a96db17ceb8%22	http://localhost/wp-content/uploads/2018/04/Karte-4-212x300.png	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/Karte-4-212x300.png	(from http://localhost/sammelaktion/)
18:08:39	2183/2183	U-----	200	untouched ('')	application/json	date:Sat,%2028%20Apr%202018%2020:47:22%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fsammelaktion%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed4a7c.json	(from http://localhost/sammelaktion/)
18:08:39	2280/2280	U-----	200	untouched ('')	text/xml	date:Sat,%2028%20Apr%202018%2020:47:27%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fsammelaktion%2F&format=xml	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed1c16	(from http://localhost/sammelaktion/)
18:08:39	10798/10798	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2002%20May%202018%2016:08:37%20GMT	http://localhost/wp-content/uploads/2018/05/GraphM%c3%bcllberg-2-300x213.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/05/GraphM%c3%bcllberg-2-300x213.1e.delayed	(from http://localhost/ergebnisse-2/)
18:08:41	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:39%20GMT	http://localhost/?p=445	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/index0ecd.html	(from http://localhost/ergebnisse-2/)
18:08:41	16937/16937	---M--	200	added ('OK')	image/jpeg	etag:%224229-56b366837f785%22	http://localhost/wp-content/uploads/2018/05/Haufen-300x225.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/05/Haufen-300x225.jpg	(from http://localhost/ergebnisse-2/)
18:08:42	7955/7955	---M--	200	added ('OK')	image/jpeg	etag:%221f13-56b1282863780%22	http://localhost/wp-content/uploads/2018/04/csm_Seekuh_3d_87523007a7-300x212.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/csm_Seekuh_3d_87523007a7-300x212.jpg	(from http://localhost/politik/)
18:08:45	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:41%20GMT	http://localhost/?p=260	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/index8e1b.html	(from http://localhost/ergebnisse/)
18:08:46	2164/2164	U--M--	200	updated ('OK')	application/json	date:Wed,%2002%20May%202018%2016:08:41%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fergebnisse%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed5e38.json	(from http://localhost/ergebnisse/)
18:08:46	2261/2261	U--M--	200	updated ('OK')	text/xml	date:Wed,%2002%20May%202018%2016:08:42%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fergebnisse%2F&format=xml	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed93c4	(from http://localhost/ergebnisse/)
18:08:47	17798/17798	---M--	200	added ('OK')	image/jpeg	etag:%224586-56b1287d210d9%22	http://localhost/wp-content/uploads/2018/04/DAD-CYPRUS-300x212-300x212.jpg	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/DAD-CYPRUS-300x212-300x212.jpg	(from http://localhost/politik/)
18:08:48	129173/129173	---M--	200	added ('OK')	image/png	etag:%221f895-56b129bc1a38f%22	http://localhost/wp-content/uploads/2018/04/seabin11-300x279-300x279.png	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-content/uploads/2018/04/seabin11-300x279-300x279.png	(from http://localhost/politik/)
18:08:49	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:46%20GMT	http://localhost/?p=107	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/index5a24.html	(from http://localhost/politik/)
18:08:50	2158/2158	U-----	200	untouched ('')	application/json	date:Sat,%2028%20Apr%202018%2020:47:38%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpolitik%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed0838.json	(from http://localhost/politik/)
18:08:51	2255/2255	U-----	200	untouched ('')	text/xml	date:Sat,%2028%20Apr%202018%2020:47:42%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpolitik%2F&format=xml	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embeddb0a	(from http://localhost/politik/)
18:08:51	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:48%20GMT	http://localhost/?p=108	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/index460d.html	(from http://localhost/interview/)
18:08:52	2168/2168	U-----	200	untouched ('')	application/json	date:Sat,%2028%20Apr%202018%2020:47:47%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Finterview%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed79c2.json	(from http://localhost/interview/)
18:08:53	2265/2265	U-----	200	untouched ('')	text/xml	date:Sat,%2028%20Apr%202018%2020:47:49%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Finterview%2F&format=xml	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embeddaf3	(from http://localhost/interview/)
18:08:53	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:51%20GMT	http://localhost/?p=109	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/indexe887.html	(from http://localhost/ueber-uns/)
18:08:53	2180/2180	U-----	200	untouched ('')	application/json	date:Sat,%2028%20Apr%202018%2020:47:51%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fueber-uns%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed4024.json	(from http://localhost/ueber-uns/)
18:08:54	2277/2277	U-----	200	untouched ('')	text/xml	date:Sat,%2028%20Apr%202018%2020:47:54%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fueber-uns%2F&format=xml	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed869b	(from http://localhost/ueber-uns/)
18:08:58	13188/13188	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:54%20GMT	http://localhost/author/pia/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/author/pia/index.html	(from http://localhost/2018/03/)
18:08:58	13198/13198	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:54%20GMT	http://localhost/category/allgemein/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/category/allgemein/index.html	(from http://localhost/2018/03/)
18:08:58	16236/16236	U--MC-	200	updated ('OK')	text/html	date:Wed,%2002%20May%202018%2016:08:54%20GMT	http://localhost/2018/03/31/beitrag-1/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/2018/03/31/beitrag-1/index.html	(from http://localhost/2018/03/)
18:09:02	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20May%202018%2016:08:58%20GMT	http://localhost/?p=102	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/indexc5eb.html	(from http://localhost/2018/03/31/beitrag-1/)
18:09:02	806/806	U-----	200	untouched ('')	application/rss+xml	etag:%221ff04dbed05e6fe2a210aaba79defde7%22	http://localhost/2018/03/31/beitrag-1/feed/	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/2018/03/31/beitrag-1/feed/index.html	(from http://localhost/2018/03/31/beitrag-1/)
18:09:03	2196/2196	U-----	200	untouched ('')	application/json	date:Sat,%2028%20Apr%202018%2020:48:04%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F2018%2F03%2F31%2Fbeitrag-1%2F	C:/Users/Pia/Desktop/MeineWeb/Plastik/localhost/wp-json/oembed/1.0/embed0b41.json	(from http://localhost/2018/03/31/beitrag-1/)
